Episode, Loss, Epsilon, Steps
3.457000000000000000e+03,2.427765132983305678e+07,7.452482833333333723e-01,1.043440000000000000e+05
3.458000000000000000e+03,6.465589201245641336e+06,7.452230666666667114e-01,1.043760000000000000e+05
3.459000000000000000e+03,5.013202643511258997e+06,7.451756000000000491e-01,1.043930000000000000e+05
3.460000000000000000e+03,1.434706221807111520e+06,7.451503833333333882e-01,1.044130000000000000e+05
3.461000000000000000e+03,2.481662847485095263e+07,7.451207166666666826e-01,1.044340000000000000e+05
3.462000000000000000e+03,1.044573694795350730e+07,7.450895666666667028e-01,1.044610000000000000e+05
3.463000000000000000e+03,2.815925465696661174e+07,7.450495166666666336e-01,1.044900000000000000e+05
3.464000000000000000e+03,1.430946673139704950e+07,7.450065000000000159e-01,1.045450000000000000e+05
3.465000000000000000e+03,3.024244226723024249e+07,7.449249166666667143e-01,1.046030000000000000e+05
3.466000000000000000e+03,9.957497803213491570e+05,7.448388833333333681e-01,1.046260000000000000e+05
3.467000000000000000e+03,2.257346901364756376e+07,7.448047666666667288e-01,1.046440000000000000e+05
3.468000000000000000e+03,8.901944899246241897e+06,7.447780666666666827e-01,1.046670000000000000e+05
3.469000000000000000e+03,3.805596687319819629e+07,7.447439500000000434e-01,1.046990000000000000e+05
3.470000000000000000e+03,1.882367433349297149e+06,7.446964833333333811e-01,1.047240000000000000e+05
3.471000000000000000e+03,4.310336557165817358e+06,7.446593999999999713e-01,1.047510000000000000e+05
3.472000000000000000e+03,1.646749340773983859e+06,7.446193500000000132e-01,1.047790000000000000e+05
3.473000000000000000e+03,2.544211668029385060e+07,7.445778166666666698e-01,1.048310000000000000e+05
3.474000000000000000e+03,2.020540113766077207e+06,7.445006833333334129e-01,1.048540000000000000e+05
3.475000000000000000e+03,3.919708495979016274e+07,7.444665666666666626e-01,1.048880000000000000e+05
3.476000000000000000e+03,5.647399127912007272e+06,7.444161333333333408e-01,1.049220000000000000e+05
3.477000000000000000e+03,5.233791777596179396e+07,7.443657000000000190e-01,1.049480000000000000e+05
3.478000000000000000e+03,1.127491347042606212e+06,7.443271333333333351e-01,1.049680000000000000e+05
3.479000000000000000e+03,3.375755825398224592e+07,7.442974666666666295e-01,1.050280000000000000e+05
3.480000000000000000e+03,2.167438134712164290e+06,7.442084666666666237e-01,1.050510000000000000e+05
3.481000000000000000e+03,1.681918325935787335e+07,7.441743499999999845e-01,1.050800000000000000e+05
3.482000000000000000e+03,1.068322731517241523e+07,7.441313333333333668e-01,1.051090000000000000e+05
3.483000000000000000e+03,1.745099337236782536e+06,7.440883166666667492e-01,1.051290000000000000e+05
3.484000000000000000e+03,1.030674655468606763e+07,7.440586500000000436e-01,1.051680000000000000e+05
3.485000000000000000e+03,5.462241019098066539e+07,7.440008000000000177e-01,1.051990000000000000e+05
3.486000000000000000e+03,3.000011871547636762e+07,7.439548166666667406e-01,1.052290000000000000e+05
3.487000000000000000e+03,2.319721830060306471e+06,7.439103166666667377e-01,1.052520000000000000e+05
3.488000000000000000e+03,3.212751417393030226e+07,7.438761999999999874e-01,1.052980000000000000e+05
3.489000000000000000e+03,1.570822678871084703e+06,7.438079666666667089e-01,1.053170000000000000e+05
3.490000000000000000e+03,2.217759885327850003e+06,7.437797833333333886e-01,1.053440000000000000e+05
3.491000000000000000e+03,2.909365132468559314e+06,7.437397333333333194e-01,1.053780000000000000e+05
3.492000000000000000e+03,2.290824273933500983e+06,7.436892999999999976e-01,1.054050000000000000e+05
3.493000000000000000e+03,4.807581880646776408e+06,7.436492500000000394e-01,1.054280000000000000e+05
3.494000000000000000e+03,3.442353196858371608e+06,7.436151333333334001e-01,1.054630000000000000e+05
3.495000000000000000e+03,2.248995515986959916e+06,7.435632166666666931e-01,1.054900000000000000e+05
3.496000000000000000e+03,1.937188264317104360e+06,7.435231666666666239e-01,1.055110000000000000e+05
3.497000000000000000e+03,1.010387450905983336e+07,7.434920166666666441e-01,1.055430000000000000e+05
3.498000000000000000e+03,2.380396914464386180e+07,7.434445499999999818e-01,1.055670000000000000e+05
3.499000000000000000e+03,2.742018282659319229e+06,7.434089500000000683e-01,1.055910000000000000e+05
3.500000000000000000e+03,3.700247245200473350e+06,7.433733500000000438e-01,1.056310000000000000e+05
3.501000000000000000e+03,7.404214382474850863e+06,7.433140166666667437e-01,1.056530000000000000e+05
3.502000000000000000e+03,9.868923620653942227e+06,7.432813833333333786e-01,1.056860000000000000e+05
3.503000000000000000e+03,2.070739180754213780e+07,7.432324333333333310e-01,1.057220000000000000e+05
3.504000000000000000e+03,1.600121239174510166e+07,7.431790333333333498e-01,1.057490000000000000e+05
3.505000000000000000e+03,4.580597753683397546e+06,7.431389833333333916e-01,1.058040000000000000e+05
3.506000000000000000e+03,5.419226541082006879e+06,7.430574000000000900e-01,1.058580000000000000e+05
3.507000000000000000e+03,1.019793215405070037e+07,7.429773000000000627e-01,1.059010000000000000e+05
3.508000000000000000e+03,1.544620523815437919e+06,7.429135166666667178e-01,1.059260000000000000e+05
3.509000000000000000e+03,2.400445356205298752e+07,7.428764333333333081e-01,1.059490000000000000e+05
3.510000000000000000e+03,1.757134279145359294e+06,7.428423166666666688e-01,1.059660000000000000e+05
3.511000000000000000e+03,2.435944664196883887e+07,7.428171000000000079e-01,1.059870000000000000e+05
3.512000000000000000e+03,2.720360821124522481e+06,7.427859500000000281e-01,1.060240000000000000e+05
3.513000000000000000e+03,7.853143642616970465e+06,7.427310666666666616e-01,1.060440000000000000e+05
3.514000000000000000e+03,1.955298362879459979e+06,7.427014000000000671e-01,1.060700000000000000e+05
3.515000000000000000e+03,2.573877187234451994e+07,7.426628333333333831e-01,1.061040000000000000e+05
3.516000000000000000e+03,1.756136523054571589e+06,7.426124000000000613e-01,1.061260000000000000e+05
3.517000000000000000e+03,1.841439200678613503e+06,7.425797666666666963e-01,1.061480000000000000e+05
3.518000000000000000e+03,4.822895967602947727e+06,7.425471333333333313e-01,1.061660000000000000e+05
3.519000000000000000e+03,1.718022541619462147e+07,7.425204333333332851e-01,1.062000000000000000e+05
3.520000000000000000e+03,1.648610643593565933e+07,7.424699999999999633e-01,1.062350000000000000e+05
3.521000000000000000e+03,2.356248937031804770e+07,7.424180833333333673e-01,1.062570000000000000e+05
3.522000000000000000e+03,3.833890706641567498e+07,7.423854500000000023e-01,1.062830000000000000e+05
3.523000000000000000e+03,2.360693589621142298e+07,7.423468833333333183e-01,1.063020000000000000e+05
3.524000000000000000e+03,1.647467568369487859e+07,7.423186999999999980e-01,1.063310000000000000e+05
3.525000000000000000e+03,2.644299016379051656e+07,7.422756833333333804e-01,1.063780000000000000e+05
3.526000000000000000e+03,3.869915687318473309e+07,7.422059666666667166e-01,1.064090000000000000e+05
3.527000000000000000e+03,1.665171617451171158e+06,7.421599833333333285e-01,1.064290000000000000e+05
3.528000000000000000e+03,2.546857897430644836e+06,7.421303166666667339e-01,1.064580000000000000e+05
3.529000000000000000e+03,3.048247164332360029e+07,7.420873000000000053e-01,1.065110000000000000e+05
3.530000000000000000e+03,9.203922669448895380e+06,7.420086833333333631e-01,1.065350000000000000e+05
3.531000000000000000e+03,2.599377863452209532e+07,7.419730833333333386e-01,1.065750000000000000e+05
3.532000000000000000e+03,4.308866729440771043e+06,7.419137500000000385e-01,1.066170000000000000e+05
3.533000000000000000e+03,4.998788011543962359e+07,7.418514499999999678e-01,1.066980000000000000e+05
3.534000000000000000e+03,3.946714024673645198e+07,7.417312999999999823e-01,1.067490000000000000e+05
3.535000000000000000e+03,9.495535707515897229e+06,7.416556499999999996e-01,1.067720000000000000e+05
3.536000000000000000e+03,5.404462742776053399e+07,7.416215333333333604e-01,1.067920000000000000e+05
3.537000000000000000e+03,1.564440062579824589e+07,7.415918666666666548e-01,1.068500000000000000e+05
3.538000000000000000e+03,9.086572331126950681e+06,7.415058333333333085e-01,1.068800000000000000e+05
3.539000000000000000e+03,8.565572900981022045e+06,7.414613333333333056e-01,1.069360000000000000e+05
3.540000000000000000e+03,1.591904877820995869e+06,7.413782666666666188e-01,1.069580000000000000e+05
3.541000000000000000e+03,2.456037322420841455e+07,7.413456333333333648e-01,1.069810000000000000e+05
3.542000000000000000e+03,5.408451444996271282e+06,7.413115166666667255e-01,1.070040000000000000e+05
3.543000000000000000e+03,1.700126004847338796e+07,7.412773999999999752e-01,1.070340000000000000e+05
3.544000000000000000e+03,2.680922693473299034e+06,7.412328999999999724e-01,1.070610000000000000e+05
3.545000000000000000e+03,1.706631988774276897e+07,7.411928500000000142e-01,1.070900000000000000e+05
3.546000000000000000e+03,2.437547928005034477e+07,7.411498333333332855e-01,1.071110000000000000e+05
3.547000000000000000e+03,4.433935537343936972e+06,7.411186833333333057e-01,1.071310000000000000e+05
3.548000000000000000e+03,3.131672464252072200e+07,7.410890166666667112e-01,1.071520000000000000e+05
3.549000000000000000e+03,4.233854742959811352e+06,7.410578666666667313e-01,1.071940000000000000e+05
3.550000000000000000e+03,2.456729274854131415e+07,7.409955666666666607e-01,1.072170000000000000e+05
3.551000000000000000e+03,1.921683204778993735e+06,7.409614500000000215e-01,1.072360000000000000e+05
3.552000000000000000e+03,2.325700697598037310e+06,7.409332666666667011e-01,1.072600000000000000e+05
3.553000000000000000e+03,9.058946451375536621e+06,7.408976666666666766e-01,1.072800000000000000e+05
3.554000000000000000e+03,1.936936533573544770e+07,7.408680000000000820e-01,1.073220000000000000e+05
3.555000000000000000e+03,3.810803193716107309e+07,7.408057000000000114e-01,1.073450000000000000e+05
3.556000000000000000e+03,4.091863501998574287e+07,7.407715833333333721e-01,1.073740000000000000e+05
3.557000000000000000e+03,2.836907288687445596e+07,7.407285666666667545e-01,1.074210000000000000e+05
3.558000000000000000e+03,2.473626861321956292e+07,7.406588499999999797e-01,1.074480000000000000e+05
3.559000000000000000e+03,2.217980451075294521e+06,7.406188000000000216e-01,1.074690000000000000e+05
3.560000000000000000e+03,3.050190800210578833e+06,7.405876500000000418e-01,1.075070000000000000e+05
3.561000000000000000e+03,2.815175539467009157e+07,7.405312833333334011e-01,1.075500000000000000e+05
3.562000000000000000e+03,3.282790532715566829e+07,7.404675000000000562e-01,1.075870000000000000e+05
3.563000000000000000e+03,2.415869394814048894e+06,7.404126166666666897e-01,1.076100000000000000e+05
3.564000000000000000e+03,4.719862385761060566e+07,7.403785000000000505e-01,1.076350000000000000e+05
3.565000000000000000e+03,2.790359977491474245e+06,7.403414166666666407e-01,1.076630000000000000e+05
3.566000000000000000e+03,3.143762109602421988e+06,7.402998833333334083e-01,1.076890000000000000e+05
3.567000000000000000e+03,2.933104130056023132e+06,7.402613166666667244e-01,1.077230000000000000e+05
3.568000000000000000e+03,3.509897005398663878e+07,7.402108833333334026e-01,1.077470000000000000e+05
3.569000000000000000e+03,8.641649139784339815e+06,7.401752833333333781e-01,1.077800000000000000e+05
3.570000000000000000e+03,5.338369125199515373e+06,7.401263333333333305e-01,1.078130000000000000e+05
3.571000000000000000e+03,9.795730866377681494e+06,7.400773833333333940e-01,1.078410000000000000e+05
3.572000000000000000e+03,1.032456241999696195e+07,7.400358500000000506e-01,1.078720000000000000e+05
3.573000000000000000e+03,4.676500035534967668e+06,7.399898666666666625e-01,1.078920000000000000e+05
3.574000000000000000e+03,1.769800398728421330e+07,7.399602000000000679e-01,1.079200000000000000e+05
3.575000000000000000e+03,4.865286145827417821e+07,7.399186666666667245e-01,1.079530000000000000e+05
3.576000000000000000e+03,1.236977934723985195e+07,7.398697166666666769e-01,1.079910000000000000e+05
3.577000000000000000e+03,2.930855944634892978e+06,7.398133500000000362e-01,1.080210000000000000e+05
3.578000000000000000e+03,2.893010803189334646e+07,7.397688500000000333e-01,1.080490000000000000e+05
3.579000000000000000e+03,4.220159290207724087e+06,7.397273166666666899e-01,1.080780000000000000e+05
3.580000000000000000e+03,9.530436043615758419e+06,7.396842999999999613e-01,1.081050000000000000e+05
3.581000000000000000e+03,3.114408412448286079e+06,7.396442500000000031e-01,1.081310000000000000e+05
3.582000000000000000e+03,2.505014823092124239e+07,7.396056833333333191e-01,1.081570000000000000e+05
3.583000000000000000e+03,4.167534684922995046e+06,7.395671166666666352e-01,1.081940000000000000e+05
3.584000000000000000e+03,5.771925564224167727e+06,7.395122333333333797e-01,1.082430000000000000e+05
3.585000000000000000e+03,4.663759573843004555e+07,7.394395500000000565e-01,1.082650000000000000e+05
3.586000000000000000e+03,4.039943992495414335e+06,7.394069166666666915e-01,1.083020000000000000e+05
3.587000000000000000e+03,2.656077386068668589e+07,7.393520333333333250e-01,1.083410000000000000e+05
3.588000000000000000e+03,1.504819265312933922e+07,7.392941833333332990e-01,1.083590000000000000e+05
3.589000000000000000e+03,4.778495538244930096e+06,7.392674833333333639e-01,1.084020000000000000e+05
3.590000000000000000e+03,2.298074240519546438e+06,7.392037000000000191e-01,1.084240000000000000e+05
3.591000000000000000e+03,2.504180642887761351e+06,7.391710666666666540e-01,1.084610000000000000e+05
3.592000000000000000e+03,2.315700150828780141e+06,7.391161833333332876e-01,1.084860000000000000e+05
3.593000000000000000e+03,1.634740270756677724e+06,7.390790999999999888e-01,1.085070000000000000e+05
3.594000000000000000e+03,5.554348601950134151e+06,7.390479500000000090e-01,1.085460000000000000e+05
3.595000000000000000e+03,1.564806580161536485e+07,7.389900999999999831e-01,1.085640000000000000e+05
3.596000000000000000e+03,9.653821623813236132e+06,7.389634000000000480e-01,1.085850000000000000e+05
3.597000000000000000e+03,9.698958300420243293e+06,7.389322500000000682e-01,1.086090000000000000e+05
3.598000000000000000e+03,4.022585916083429009e+07,7.388966500000000437e-01,1.086390000000000000e+05
3.599000000000000000e+03,9.280123354693233268e+05,7.388521500000000408e-01,1.086590000000000000e+05
3.600000000000000000e+03,1.690839168529911712e+07,7.388224833333333352e-01,1.086910000000000000e+05
3.601000000000000000e+03,5.576142243751723319e+07,7.387750166666666729e-01,1.087440000000000000e+05
3.602000000000000000e+03,1.644444927790720947e+07,7.386964000000000308e-01,1.087850000000000000e+05
3.603000000000000000e+03,2.679209824407280888e+06,7.386355833333333454e-01,1.088140000000000000e+05
3.604000000000000000e+03,1.841006424748146161e+07,7.385925666666666167e-01,1.088790000000000000e+05
3.605000000000000000e+03,4.498879939854406565e+07,7.384961500000000179e-01,1.089050000000000000e+05
3.606000000000000000e+03,2.092661186133804498e+06,7.384575833333333339e-01,1.089270000000000000e+05
3.607000000000000000e+03,1.384587285659353249e+06,7.384249499999999689e-01,1.089540000000000000e+05
3.608000000000000000e+03,1.997804068159301998e+06,7.383849000000000107e-01,1.089760000000000000e+05
3.609000000000000000e+03,2.115242033304560464e+06,7.383522666666666456e-01,1.090070000000000000e+05
3.610000000000000000e+03,2.581405411809532344e+07,7.383062833333333685e-01,1.090390000000000000e+05
3.611000000000000000e+03,2.957543139937600866e+07,7.382588166666667062e-01,1.090930000000000000e+05
3.612000000000000000e+03,1.691508119000080600e+07,7.381787166666666788e-01,1.091180000000000000e+05
3.613000000000000000e+03,1.640637161806666106e+07,7.381416333333333801e-01,1.091500000000000000e+05
3.614000000000000000e+03,2.746342311277003027e+06,7.380941666666667178e-01,1.091790000000000000e+05
3.615000000000000000e+03,2.494082647795188427e+07,7.380511499999999891e-01,1.092070000000000000e+05
3.616000000000000000e+03,3.103520917429744732e+06,7.380096166666667568e-01,1.092470000000000000e+05
3.617000000000000000e+03,2.173962059578069951e+06,7.379502833333333456e-01,1.092730000000000000e+05
3.618000000000000000e+03,4.426061168588960543e+06,7.379117166666666616e-01,1.092950000000000000e+05
3.619000000000000000e+03,1.136393496562922373e+07,7.378790833333332966e-01,1.093230000000000000e+05
3.620000000000000000e+03,5.046134500009435415e+07,7.378375500000000642e-01,1.093580000000000000e+05
3.621000000000000000e+03,3.434728145442298613e+06,7.377856333333333572e-01,1.093890000000000000e+05
3.622000000000000000e+03,2.570309901815346628e+07,7.377396499999999691e-01,1.094180000000000000e+05
3.623000000000000000e+03,2.066426808865347132e+07,7.376966333333333514e-01,1.094580000000000000e+05
3.624000000000000000e+03,2.438517207499023154e+07,7.376373000000000513e-01,1.094890000000000000e+05
3.625000000000000000e+03,2.504432305485383049e+07,7.375913166666666632e-01,1.095220000000000000e+05
3.626000000000000000e+03,1.654718104409038089e+06,7.375423666666667266e-01,1.095470000000000000e+05
3.627000000000000000e+03,5.477401322196540423e+06,7.375052833333333169e-01,1.095750000000000000e+05
3.628000000000000000e+03,2.531368483680178970e+07,7.374637500000000845e-01,1.096060000000000000e+05
3.629000000000000000e+03,2.269705678904579487e+06,7.374177666666666964e-01,1.096370000000000000e+05
3.630000000000000000e+03,1.714434050724671036e+07,7.373717833333333083e-01,1.096610000000000000e+05
3.631000000000000000e+03,1.955769088124016672e+07,7.373361833333333948e-01,1.097030000000000000e+05
3.632000000000000000e+03,2.010179225788325444e+07,7.372738833333333242e-01,1.097330000000000000e+05
3.633000000000000000e+03,4.367835072289520875e+06,7.372293833333334323e-01,1.097720000000000000e+05
3.634000000000000000e+03,5.425041870761586353e+06,7.371715333333332953e-01,1.097950000000000000e+05
3.635000000000000000e+03,3.095109382768593729e+06,7.371374166666666561e-01,1.098290000000000000e+05
3.636000000000000000e+03,5.516979821363041177e+06,7.370869833333333343e-01,1.098600000000000000e+05
3.637000000000000000e+03,5.451918022839680314e+06,7.370410000000000572e-01,1.098850000000000000e+05
3.638000000000000000e+03,1.069243203042919934e+07,7.370039166666666475e-01,1.099080000000000000e+05
3.639000000000000000e+03,5.205092638526048511e+06,7.369698000000000082e-01,1.099350000000000000e+05
3.640000000000000000e+03,1.718550652162471786e+07,7.369297500000000500e-01,1.099620000000000000e+05
3.641000000000000000e+03,7.279158183844639920e+06,7.368896999999999808e-01,1.100080000000000000e+05
3.642000000000000000e+03,5.763097265155829489e+06,7.368214666666667023e-01,1.100240000000000000e+05
3.643000000000000000e+03,5.058115147819053382e+06,7.367977333333333156e-01,1.100620000000000000e+05
3.644000000000000000e+03,1.975231587671173364e+07,7.367413666666666749e-01,1.101170000000000000e+05
3.645000000000000000e+03,1.990885600217681006e+07,7.366597833333333734e-01,1.101710000000000000e+05
3.646000000000000000e+03,1.575231336652530916e+07,7.365796833333333460e-01,1.101890000000000000e+05
3.647000000000000000e+03,2.500068830081306770e+07,7.365529833333332999e-01,1.102070000000000000e+05
3.648000000000000000e+03,2.878180598769936711e+06,7.365262833333333647e-01,1.102240000000000000e+05
3.649000000000000000e+03,1.872601185932345688e+06,7.365010666666667039e-01,1.102440000000000000e+05
3.650000000000000000e+03,2.750707222696296126e+07,7.364713999999999983e-01,1.102920000000000000e+05
3.651000000000000000e+03,2.706001157942001708e+06,7.364002000000000603e-01,1.103220000000000000e+05
3.652000000000000000e+03,1.142114963783892803e+06,7.363557000000000574e-01,1.103410000000000000e+05
3.653000000000000000e+03,3.040425793600743636e+06,7.363275166666667371e-01,1.103740000000000000e+05
3.654000000000000000e+03,1.686784704988212138e+07,7.362785666666666895e-01,1.103960000000000000e+05
3.655000000000000000e+03,3.672016941223760135e+06,7.362459333333333245e-01,1.104220000000000000e+05
3.656000000000000000e+03,4.209469375077740103e+07,7.362073666666666405e-01,1.104730000000000000e+05
3.657000000000000000e+03,1.623040168671512976e+07,7.361317166666666578e-01,1.104970000000000000e+05
3.658000000000000000e+03,3.888180636893036216e+07,7.360961166666666333e-01,1.105230000000000000e+05
3.659000000000000000e+03,3.754748295576552302e+07,7.360575500000000604e-01,1.105380000000000000e+05
3.660000000000000000e+03,1.894366096446270123e+07,7.360352999999999479e-01,1.105900000000000000e+05
3.661000000000000000e+03,1.100914718857807107e+07,7.359581666666666910e-01,1.106150000000000000e+05
3.662000000000000000e+03,1.542411045368641848e+06,7.359210833333333923e-01,1.106420000000000000e+05
3.663000000000000000e+03,1.409533221271632239e+06,7.358810333333333231e-01,1.106630000000000000e+05
3.664000000000000000e+03,2.416884700419151783e+07,7.358498833333333433e-01,1.106780000000000000e+05
3.665000000000000000e+03,1.809310999508224428e+07,7.358276333333333419e-01,1.107250000000000000e+05
3.666000000000000000e+03,4.367407657917566597e+07,7.357579166666666781e-01,1.107520000000000000e+05
3.667000000000000000e+03,1.783198432979334891e+07,7.357178666666667199e-01,1.107870000000000000e+05
3.668000000000000000e+03,1.757345208465630934e+07,7.356659500000000129e-01,1.108240000000000000e+05
3.669000000000000000e+03,1.221412652670832723e+07,7.356110666666666464e-01,1.108460000000000000e+05
3.670000000000000000e+03,4.345418929370661266e+06,7.355784333333333924e-01,1.108930000000000000e+05
3.671000000000000000e+03,9.494485887784628198e+06,7.355087166666667287e-01,1.109170000000000000e+05
3.672000000000000000e+03,3.254142380210357159e+07,7.354731166666667042e-01,1.109460000000000000e+05
3.673000000000000000e+03,2.147927619674510788e+06,7.354301000000000865e-01,1.109690000000000000e+05
3.674000000000000000e+03,5.278078855353866704e+06,7.353959833333333362e-01,1.109920000000000000e+05
3.675000000000000000e+03,1.889763539270851389e+07,7.353618666666666970e-01,1.110200000000000000e+05
3.676000000000000000e+03,1.672070758020614088e+07,7.353203333333333536e-01,1.110500000000000000e+05
3.677000000000000000e+03,4.144532035988458991e+07,7.352758333333333507e-01,1.110790000000000000e+05
3.678000000000000000e+03,9.303293919302038848e+06,7.352328166666667331e-01,1.110990000000000000e+05
3.679000000000000000e+03,2.862018950921212509e+07,7.352031500000000275e-01,1.111430000000000000e+05
3.680000000000000000e+03,9.975039291612509638e+06,7.351378833333332974e-01,1.111660000000000000e+05
3.681000000000000000e+03,1.890403609708495438e+06,7.351037666666666581e-01,1.111870000000000000e+05
3.682000000000000000e+03,2.723752937435638625e+06,7.350726166666666783e-01,1.112130000000000000e+05
3.683000000000000000e+03,4.154298104640955571e+06,7.350340499999999944e-01,1.112290000000000000e+05
3.684000000000000000e+03,1.082515382281870209e+07,7.350103166666667187e-01,1.112740000000000000e+05
3.685000000000000000e+03,3.077494166360947303e+06,7.349435666666667144e-01,1.113120000000000000e+05
3.686000000000000000e+03,2.480197026405043527e+07,7.348871999999999627e-01,1.113420000000000000e+05
3.687000000000000000e+03,2.085970434941821918e+07,7.348426999999999598e-01,1.113880000000000000e+05
3.688000000000000000e+03,6.196501224168786779e+06,7.347744666666666813e-01,1.114150000000000000e+05
3.689000000000000000e+03,1.311233748022068525e+06,7.347344166666667231e-01,1.114390000000000000e+05
3.690000000000000000e+03,2.325408509979925584e+06,7.346988166666666986e-01,1.114620000000000000e+05
3.691000000000000000e+03,4.029097401320884004e+06,7.346646999999999483e-01,1.114940000000000000e+05
3.692000000000000000e+03,6.455007342408560216e+06,7.346172333333333970e-01,1.115500000000000000e+05
3.693000000000000000e+03,4.968225789375780150e+06,7.345341666666667102e-01,1.115750000000000000e+05
3.694000000000000000e+03,1.597227206644818559e+07,7.344970833333333005e-01,1.115950000000000000e+05
3.695000000000000000e+03,1.671236848517517932e+07,7.344674166666667059e-01,1.116160000000000000e+05
3.696000000000000000e+03,2.862620723747667857e+06,7.344362666666666151e-01,1.116460000000000000e+05
3.697000000000000000e+03,3.211044564411453158e+07,7.343917666666667232e-01,1.116910000000000000e+05
3.698000000000000000e+03,3.521945640167500824e+07,7.343250166666667189e-01,1.117320000000000000e+05
3.699000000000000000e+03,2.688027813409359194e+06,7.342642000000000335e-01,1.117600000000000000e+05
3.700000000000000000e+03,9.852398097248366103e+06,7.342226666666666901e-01,1.117810000000000000e+05
3.701000000000000000e+03,3.738057238778741099e+06,7.341915166666667103e-01,1.118070000000000000e+05
3.702000000000000000e+03,1.190600742983128130e+07,7.341529500000000263e-01,1.118420000000000000e+05
3.703000000000000000e+03,1.173715561420860514e+07,7.341010333333333193e-01,1.118780000000000000e+05
3.704000000000000000e+03,8.290085754676343873e+06,7.340476333333333381e-01,1.119260000000000000e+05
3.705000000000000000e+03,5.173725857115522027e+06,7.339764333333334001e-01,1.119470000000000000e+05
3.706000000000000000e+03,2.271890511180945672e+06,7.339452833333333093e-01,1.119660000000000000e+05
3.707000000000000000e+03,3.378845204256806523e+06,7.339170999999999889e-01,1.119990000000000000e+05
3.708000000000000000e+03,2.634868562851940840e+07,7.338681500000000524e-01,1.120470000000000000e+05
3.709000000000000000e+03,2.490266434290339705e+06,7.337969500000000034e-01,1.120730000000000000e+05
3.710000000000000000e+03,2.378913568773500156e+06,7.337583833333333194e-01,1.120960000000000000e+05
3.711000000000000000e+03,1.022219682779648528e+07,7.337242666666666802e-01,1.121220000000000000e+05
3.712000000000000000e+03,2.650764049950223044e+07,7.336856999999999962e-01,1.121500000000000000e+05
3.713000000000000000e+03,9.973736700905449688e+06,7.336441666666666528e-01,1.121780000000000000e+05
3.714000000000000000e+03,3.308255093116263393e+06,7.336026333333334204e-01,1.122200000000000000e+05
3.715000000000000000e+03,2.016929440721367719e+06,7.335403333333333498e-01,1.122450000000000000e+05
3.716000000000000000e+03,1.636585565601851791e+06,7.335032500000000510e-01,1.122670000000000000e+05
3.717000000000000000e+03,2.572689254693654925e+07,7.334706166666666860e-01,1.123260000000000000e+05
3.718000000000000000e+03,2.270889400117229670e+06,7.333830999999999545e-01,1.123520000000000000e+05
3.719000000000000000e+03,2.218786920160543639e+06,7.333445333333333815e-01,1.123850000000000000e+05
3.720000000000000000e+03,1.688126212936816737e+07,7.332955833333333340e-01,1.124230000000000000e+05
3.721000000000000000e+03,1.330724502987769060e+07,7.332392166666666933e-01,1.124550000000000000e+05
3.722000000000000000e+03,4.643741882244401611e+06,7.331917500000000310e-01,1.124760000000000000e+05
3.723000000000000000e+03,1.149161288279382279e+06,7.331606000000000511e-01,1.124920000000000000e+05
3.724000000000000000e+03,2.470041685048691183e+07,7.331368666666666645e-01,1.125250000000000000e+05
3.725000000000000000e+03,1.698836025212665647e+07,7.330879166666667279e-01,1.125510000000000000e+05
3.726000000000000000e+03,1.014077230559591576e+07,7.330493500000000440e-01,1.125790000000000000e+05
3.727000000000000000e+03,1.168373967686639354e+07,7.330078166666667006e-01,1.126140000000000000e+05
3.728000000000000000e+03,3.222036358279807493e+06,7.329558999999999935e-01,1.126480000000000000e+05
3.729000000000000000e+03,5.732709435714466497e+06,7.329054666666666717e-01,1.126730000000000000e+05
3.730000000000000000e+03,8.200049152104446664e+06,7.328683833333333730e-01,1.126990000000000000e+05
3.731000000000000000e+03,1.506900271386334114e+07,7.328298166666666891e-01,1.127170000000000000e+05
3.732000000000000000e+03,3.012269496820894070e+06,7.328031166666666429e-01,1.127450000000000000e+05
3.733000000000000000e+03,9.410361481575572398e+05,7.327615833333334106e-01,1.127670000000000000e+05
3.734000000000000000e+03,4.719313267489096150e+06,7.327289500000000455e-01,1.127920000000000000e+05
3.735000000000000000e+03,2.532836278748375550e+07,7.326918666666666358e-01,1.128210000000000000e+05
3.736000000000000000e+03,2.760697885861448478e+06,7.326488500000000181e-01,1.128520000000000000e+05
3.737000000000000000e+03,1.680956006258100504e+06,7.326028666666666300e-01,1.128670000000000000e+05
3.738000000000000000e+03,1.885802504239482805e+07,7.325806166666666286e-01,1.129360000000000000e+05
3.739000000000000000e+03,9.241751590948591009e+06,7.324782666666667108e-01,1.129670000000000000e+05
3.740000000000000000e+03,9.568451363301264122e+06,7.324322833333333227e-01,1.130070000000000000e+05
3.741000000000000000e+03,1.824019295123889670e+07,7.323729500000000225e-01,1.130360000000000000e+05
3.742000000000000000e+03,1.778445983926850930e+07,7.323299333333332939e-01,1.130800000000000000e+05
3.743000000000000000e+03,1.591186420406410471e+06,7.322646666666666748e-01,1.131030000000000000e+05
3.744000000000000000e+03,2.542266570919520222e+06,7.322305500000000356e-01,1.131320000000000000e+05
3.745000000000000000e+03,9.276156082460792735e+06,7.321875333333334179e-01,1.131520000000000000e+05
3.746000000000000000e+03,1.321070735448532738e+06,7.321578666666667123e-01,1.131680000000000000e+05
3.747000000000000000e+03,1.578369834785979800e+07,7.321341333333333257e-01,1.131910000000000000e+05
